research_date,query,query_result_count,rank,competitor,package,url,search_rating,exact_title_match,keyword_match,listing_rating,rating_count,review_count,installs,updated,screenshots,positioning,strong_side,weak_side,current_no1,leader_reason_hypothesis,meou_advantage,meou_gap,required_to_beat,winability_0_100,battle_class,evidence_type,confidence,source
2026-08-26,личный гороскоп,500,1,Персональный гороскоп,com.example.flutter_horoscope,https://www.rustore.ru/catalog/app/com.example.flutter_horoscope,"4,2",no,partial_title_match,"4,2",13,4,3 тыс +,8 мар 2026,5,"Гороскоп - это предсказание или прогноз, основанный на знаке зодиака или позиции планет в момент рождения человека. Он предполагает, что позиция плане",Exact personal title,"4,2",Персональный гороскоп,"HYPOTHESIS: №1 exact personal title, но только 4,2 и 3 тыс+; выдача смешивает общие и персональные продукты.",MEOU действительно использует сохранённый natal/personal context и anti-repeat history.,Нужна простая внешняя формулировка персонализации без внутреннего слова «контекст».,"Title/short coverage; screenshot с данными рождения→личный текст; reviews после позитивного forecast event; обойти 4,2 quality bar.",66,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF | listing: https://www.rustore.ru/catalog/app/com.example.flutter_horoscope
2026-08-26,личный гороскоп,500,2,Astronym - Личный гороскоп,com.apm2studio.horoscope,https://www.rustore.ru/catalog/app/com.apm2studio.horoscope,unknown,no,exact_phrase_in_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Exact keyword match in visible title.,No rating visible in search; detail listing not in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,66,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,личный гороскоп,500,3,"Гороскоп Niami: личный гороскоп, анализ и прогноз",com.niami.niami_horoscope,https://www.rustore.ru/catalog/app/com.niami.niami_horoscope,unknown,no,exact_phrase_in_title,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Exact keyword match in visible title.,No rating visible in search; detail listing not in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,66,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,личный гороскоп,500,4,"AI-Астролог, Таро, Астрология, Гороскоп, Астробот",com.aiastrologer.app,https://www.rustore.ru/catalog/app/com.aiastrologer.app,"4,7",no,partial_title_match,"4,7",62,44,1 тыс +,4 авг 2026,10,"AI Астролог — это приложение с ИИ для тех, кто хочет получить персональный гороскоп, расклад таро, толкование снов, разбор натальной карты и советы на","4,7",Title перегружен пятью сущностями,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,66,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF | listing: https://www.rustore.ru/catalog/app/com.aiastrologer.app
2026-08-26,личный гороскоп,500,5,Гороскопы,ru.mail.horo.android,https://www.rustore.ru/catalog/app/ru.mail.horo.android,"2,9",no,semantic_or_metadata_match,"2,9",888,406,90 тыс +,17 мая 2022,6,"Следите за предсказаниями каждый день! Проверяйте совместимость знаков, узнавайте гороскопы друзей, читайте астрологические статьи.",90 тыс+ установок и 888 оценок,"2,9",see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,66,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF | listing: https://www.rustore.ru/catalog/app/ru.mail.horo.android
2026-08-26,личный гороскоп,500,6,Гороскоп,com.vagasoft.horoscope.signs,https://www.rustore.ru/catalog/app/com.vagasoft.horoscope.signs,unknown,no,partial_title_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Top-10 visibility for the exact query.,No rating visible in search; detail listing not in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,66,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,личный гороскоп,500,7,"Астрея: гороскоп, натальная карта, таро",ru.astreya.app,https://www.rustore.ru/catalog/app/ru.astreya.app,"5,0",no,partial_title_match,"5,0",418,32,1 тыс +,19 авг 2026,8,"Астрея — твой персональный астролог на базе искусственного интеллекта. Не общий гороскоп «для всех Овнов», а разбор именно твоей натальной карты: по д","5,0 при 418 оценках",Видимые установки 1 тыс+ ниже масштаба оценки,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,66,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF | listing: https://www.rustore.ru/catalog/app/ru.astreya.app
2026-08-26,личный гороскоп,500,8,"Гороскоп, Нумерология, Совместимость: ИИ AxioNika",com.P.E.O.AxioNika,https://www.rustore.ru/catalog/app/com.P.E.O.AxioNika,"4,8",no,partial_title_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,"Visible rating 4,8 in search.",Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,66,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,личный гороскоп,500,9,Гороскоп на каждый день 2026. По дате рождения,ru.smartbear.programs.horoscopenew,https://www.rustore.ru/catalog/app/ru.smartbear.programs.horoscopenew,"4,7",no,partial_title_match,"4,7",18,6,10 тыс +,23 авг 2026,5,Гороскопы на каждый день Антарес (Antares) — персональный сборник гороскопов и актуальные статьи на русском языке! Бесплатное приложение содержит мудр,10 тыс+,Только 18 оценок,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,66,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF | listing: https://www.rustore.ru/catalog/app/ru.smartbear.programs.horoscopenew
2026-08-26,личный гороскоп,500,10,Гороскоп и лунный календарь Norbu,calendar.good.day,https://www.rustore.ru/catalog/app/calendar.good.day,"4,2",no,partial_title_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,"Visible rating 4,2 in search.",Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,66,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%BB%D0%B8%D1%87%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,персональный гороскоп,500,1,Персональный гороскоп,com.example.flutter_horoscope,https://www.rustore.ru/catalog/app/com.example.flutter_horoscope,"4,2",yes,exact_title,"4,2",13,4,3 тыс +,8 мар 2026,5,"Гороскоп - это предсказание или прогноз, основанный на знаке зодиака или позиции планет в момент рождения человека. Он предполагает, что позиция плане",Exact personal title,"4,2",Персональный гороскоп,"HYPOTHESIS: тот же exact-title лидер 4,2/3 тыс+; у Астреи сильнее rating and breadth.",MEOU имеет честное distinction: личный forecast и отдельный общий гороскоп по знакам.,Новый бренд без proof; конкуренты уже используют персональный AI messaging.,"Short description с персональным прогнозом; первые 3 screenshots доказывают отличия; 100+ реальных оценок и parity 4,7+.",64,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF | listing: https://www.rustore.ru/catalog/app/com.example.flutter_horoscope
2026-08-26,персональный гороскоп,500,2,"Астрея: гороскоп, натальная карта, таро",ru.astreya.app,https://www.rustore.ru/catalog/app/ru.astreya.app,"5,0",no,partial_title_match,"5,0",418,32,1 тыс +,19 авг 2026,8,"Астрея — твой персональный астролог на базе искусственного интеллекта. Не общий гороскоп «для всех Овнов», а разбор именно твоей натальной карты: по д","5,0 при 418 оценках",Видимые установки 1 тыс+ ниже масштаба оценки,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,64,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF | listing: https://www.rustore.ru/catalog/app/ru.astreya.app
2026-08-26,персональный гороскоп,500,3,"Гороскоп Niami: личный гороскоп, анализ и прогноз",com.niami.niami_horoscope,https://www.rustore.ru/catalog/app/com.niami.niami_horoscope,unknown,no,partial_title_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Top-10 visibility for the exact query.,No rating visible in search; detail listing not in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,64,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,персональный гороскоп,500,4,Гороскоп на каждый день 2026. По дате рождения,ru.smartbear.programs.horoscopenew,https://www.rustore.ru/catalog/app/ru.smartbear.programs.horoscopenew,"4,7",no,partial_title_match,"4,7",18,6,10 тыс +,23 авг 2026,5,Гороскопы на каждый день Антарес (Antares) — персональный сборник гороскопов и актуальные статьи на русском языке! Бесплатное приложение содержит мудр,10 тыс+,Только 18 оценок,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,64,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF | listing: https://www.rustore.ru/catalog/app/ru.smartbear.programs.horoscopenew
2026-08-26,персональный гороскоп,500,5,AstroPersona — твой гороскоп и натальная карта,com.astropersona,https://www.rustore.ru/catalog/app/com.astropersona,"4,0",no,partial_title_match,"4,0",12,5,3 тыс +,13 мар 2026,8,"Персональный гороскоп, персональный ИИ астролог, натальная карта и описание, прогноз на месяц по данным рождения, ответы на хорарные вопросы, личная с",3 тыс+,"4,0",see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,64,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF | listing: https://www.rustore.ru/catalog/app/com.astropersona
2026-08-26,персональный гороскоп,500,6,Гороскоп Рождения,ua.maksdenis.timeofbirth,https://www.rustore.ru/catalog/app/ua.maksdenis.timeofbirth,"4,9",no,partial_title_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,"Visible rating 4,9 in search.",Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,64,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,персональный гороскоп,500,7,"Гороскоп, Нумерология, Совместимость: ИИ AxioNika",com.P.E.O.AxioNika,https://www.rustore.ru/catalog/app/com.P.E.O.AxioNika,"4,8",no,partial_title_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,"Visible rating 4,8 in search.",Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,64,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,персональный гороскоп,500,8,"AI-Астролог, Таро, Астрология, Гороскоп, Астробот",com.aiastrologer.app,https://www.rustore.ru/catalog/app/com.aiastrologer.app,"4,7",no,partial_title_match,"4,7",62,44,1 тыс +,4 авг 2026,10,"AI Астролог — это приложение с ИИ для тех, кто хочет получить персональный гороскоп, расклад таро, толкование снов, разбор натальной карты и советы на","4,7",Title перегружен пятью сущностями,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,64,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF | listing: https://www.rustore.ru/catalog/app/com.aiastrologer.app
2026-08-26,персональный гороскоп,500,9,Гороскоп на каждый день - онлайн,com.zylonix.horoscope,https://www.rustore.ru/catalog/app/com.zylonix.horoscope,"3,9",no,partial_title_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,"Visible rating 3,9 in search.",Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,64,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,персональный гороскоп,500,10,Гороскоп и лунный календарь Norbu,calendar.good.day,https://www.rustore.ru/catalog/app/calendar.good.day,"4,2",no,partial_title_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,"Visible rating 4,2 in search.",Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,64,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9+%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF
2026-08-26,гороскоп на неделю,500,1,Гороскопы,ru.mail.horo.android,https://www.rustore.ru/catalog/app/ru.mail.horo.android,"2,9",no,semantic_or_metadata_match,"2,9",888,406,90 тыс +,17 мая 2022,6,"Следите за предсказаниями каждый день! Проверяйте совместимость знаков, узнавайте гороскопы друзей, читайте астрологические статьи.",90 тыс+ установок и 888 оценок,"2,9",Гороскопы,"HYPOTHESIS: 90 тыс+ исторических установок Mail.ru перевешивают низкий 2,9 и stale update; install authority может быть важной.",MEOU Week — цельная персональная история и актуальный продукт.,Нулевая install history против 90 тыс+; нет exact phrase in title.,"Сначала long-tail indexation и CVR; screenshot Week; fresh releases; рейтинг 4,7+; постепенно наращивать organic installs.",52,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D1%8E | listing: https://www.rustore.ru/catalog/app/ru.mail.horo.android
2026-08-26,гороскоп на неделю,500,2,Мой Гороскоп и Таро - Мир Звезд,com.bytepace.horoscope,https://www.rustore.ru/catalog/app/com.bytepace.horoscope,"4,6",no,partial_title_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,"Visible rating 4,6 in search.",Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,52,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D1%8E
2026-08-26,гороскоп на неделю,500,3,Гороскоп,net.kosev.scoping,https://www.rustore.ru/catalog/app/net.kosev.scoping,"4,7",no,partial_title_match,"4,7",52,5,3 тыс +,4 февр 2026,3,"Получите доступ к своему гороскопу прямо с мобильного телефона или планшета. Приложение работает стабильно, не требует регистрации и не собирает ваши ",Exact head title,Только 3 скриншота и базовое generic-позиционирование.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,52,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH facts / MEDIUM inference,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D1%8E | listing: https://www.rustore.ru/catalog/app/net.kosev.scoping
2026-08-26,гороскоп на неделю,500,4,ENIGMATA. Астрологические прогнозы,com.special_algorithmic_systems.engm,https://www.rustore.ru/catalog/app/com.special_algorithmic_systems.engm,"4,9",no,semantic_or_metadata_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,"Visible rating 4,9 in search.",Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,52,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D1%8E
2026-08-26,гороскоп на неделю,500,5,"ВОДОЛЕЙ Гороскоп на сегодня, завтра и каждый день",aquarius.daily.horoscopes,https://www.rustore.ru/catalog/app/aquarius.daily.horoscopes,"4,8",no,partial_title_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,"Visible rating 4,8 in search.",Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,52,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D1%8E
2026-08-26,гороскоп на неделю,500,6,"ОВЕН Гороскоп на сегодня, завтра и на каждый день",aries.daily.horoscopes,https://www.rustore.ru/catalog/app/aries.daily.horoscopes,"4,8",no,partial_title_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,"Visible rating 4,8 in search.",Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,52,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D1%8E
2026-08-26,гороскоп на неделю,500,7,Твой гороскоп,com.unfoxteam.horoscope,https://www.rustore.ru/catalog/app/com.unfoxteam.horoscope,"3,6",no,partial_title_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,"Visible rating 3,6 in search.",Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,52,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D1%8E
2026-08-26,гороскоп на неделю,500,8,"ДЕВА Гороскоп на сегодня, завтра и на каждый день",virgo.daily.horoscopes,https://www.rustore.ru/catalog/app/virgo.daily.horoscopes,"4,7",no,partial_title_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,"Visible rating 4,7 in search.",Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,52,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D1%8E
2026-08-26,гороскоп на неделю,500,9,Гороскоп,com.grupoprecedo.horoscope,https://www.rustore.ru/catalog/app/com.grupoprecedo.horoscope,unknown,no,partial_title_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Top-10 visibility for the exact query.,No rating visible in search; detail listing not in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,52,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D1%8E
2026-08-26,гороскоп на неделю,500,10,"ВЕСЫ Гороскоп на сегодня, завтра и на каждый день",libra.daily.horoscopes,https://www.rustore.ru/catalog/app/libra.daily.horoscopes,"4,7",no,partial_title_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,"Visible rating 4,7 in search.",Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,52,MEDIUM BATTLE,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D0%BD%D0%B5%D0%B4%D0%B5%D0%BB%D1%8E
2026-08-26,гороскоп на месяц,500,1,Гороскоп,com.vagasoft.horoscope.signs,https://www.rustore.ru/catalog/app/com.vagasoft.horoscope.signs,unknown,no,partial_title_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,Top-10 visibility for the exact query.,No rating visible in search; detail listing not in 25-app deep sample.,Гороскоп,"HYPOTHESIS: №1 generic title без видимого рейтинга, топ смешан и не закрывает monthly intent точно.",MEOU имеет отдельный реально существующий Month period с цельным персональным рассказом.,Monthly use case надо показать без добавления отдельной первичной навигации.,Exact long-tail в short/full; отдельный screenshot Month; retention evidence; быстрый ASO test после baseline.,70,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D0%BC%D0%B5%D1%81%D1%8F%D1%86
2026-08-26,гороскоп на месяц,500,2,Allastro: все ответы здесь.,ru.allastro.lab,https://www.rustore.ru/catalog/app/ru.allastro.lab,"3,9",no,semantic_or_metadata_match,unknown,unknown,unknown,unknown,unknown,unknown,Positioning inferred from visible RuStore title only.,"Visible rating 3,9 in search.",Detail metrics not audited in 25-app deep sample.,see rank 1,see rank 1,see rank 1,see rank 1,see rank 1,70,QUICK WIN,EVIDENCE for live rank/listing facts; HYPOTHESIS for ranking reason,HIGH rank / LOW detail,RuStore live search: https://www.rustore.ru/catalog/search?query=%D0%B3%D0%BE%D1%80%D0%BE%D1%81%D0%BA%D0%BE%D0%BF+%D0%BD%D0%B0+%D0%BC%D0%B5%D1%81%D1%8F%D1%86
